Unnamed: 0;Modelo;Pooling;AGG;LAYER;Epochs;out_vec_size;qtd_layers;Nhid;MR;CR;SUBJ;MPQA;SST2;TREC;MRPC;Avg;epochs;SST5;Avg_with_SST5;Avg_without_SST5;paper_name;paper_link;year
118,00;allmini6;CLS+SUM_SUMALL;CLS+SUM;SUMALL;1,00;torch.Size([768]);6,00;0,00;72,29;80,61;91,32;86,85;82,59;90,00;62,43;80,87;nan;nan;nan;nan;nan;nan;nan
119,00;allmini6;CLS+MAX_SUMALL;CLS+MAX;SUMALL;1,00;torch.Size([768]);6,00;0,00;71,97;75,13;90,18;87,15;79,41;88,40;65,33;79,65;nan;nan;nan;nan;nan;nan;nan
120,00;allmini6;CLS+AVG-NS_SUMALL;CLS+AVG-NS;SUMALL;1,00;torch.Size([768]);6,00;0,00;76,04;82,20;92,64;88,30;80,83;90,80;73,10;83,42;nan;nan;nan;nan;nan;nan;nan
121,00;allmini6;CLS+SUM-NS_SUMALL;CLS+SUM-NS;SUMALL;1,00;torch.Size([768]);6,00;0,00;72,48;80,74;90,82;87,29;82,21;89,60;65,80;81,28;nan;nan;nan;nan;nan;nan;nan
122,00;allmini6;CLS+MAX-NS_SUMALL;CLS+MAX-NS;SUMALL;1,00;torch.Size([768]);6,00;0,00;72,00;73,22;90,02;87,14;79,46;90,00;66,78;79,80;nan;nan;nan;nan;nan;nan;nan
123,00;allmini6;CLS+AVG+AVG-NS_SUMALL;CLS+AVG+AVG-NS;SUMALL;1,00;torch.Size([1152]);6,00;0,00;76,81;83,50;93,02;88,29;82,70;89,80;67,83;83,14;nan;nan;nan;nan;nan;nan;nan
124,00;allmini6;CLS+AVG+SUM-NS_SUMALL;CLS+AVG+SUM-NS;SUMALL;1,00;torch.Size([1152]);6,00;0,00;73,28;81,72;91,37;87,68;81,33;89,80;65,97;81,59;nan;nan;nan;nan;nan;nan;nan
125,00;allmini6;CLS+AVG+MAX-NS_SUMALL;CLS+AVG+MAX-NS;SUMALL;1,00;torch.Size([1152]);6,00;0,00;75,62;81,30;92,25;88,31;82,81;91,80;68,99;83,01;nan;nan;nan;nan;nan;nan;nan
126,00;allmini6;CLS+SUM+AVG-NS_SUMALL;CLS+SUM+AVG-NS;SUMALL;1,00;torch.Size([1152]);6,00;0,00;72,84;79,97;91,17;87,32;80,56;86,20;64,99;80,44;nan;nan;nan;nan;nan;nan;nan
127,00;allmini6;CLS+SUM+SUM-NS_SUMALL;CLS+SUM+SUM-NS;SUMALL;1,00;torch.Size([1152]);6,00;0,00;71,53;80,10;91,08;86,88;82,26;89,40;68,12;81,34;nan;nan;nan;nan;nan;nan;nan
128,00;allmini6;CLS+SUM+MAX-NS_SUMALL;CLS+SUM+MAX-NS;SUMALL;1,00;torch.Size([1152]);6,00;0,00;72,69;79,18;90,87;87,14;82,15;86,40;64,06;80,36;nan;nan;nan;nan;nan;nan;nan
129,00;allmini6;CLS+MAX+AVG-NS_SUMALL;CLS+MAX+AVG-NS;SUMALL;1,00;torch.Size([1152]);6,00;0,00;74,78;81,72;92,21;87,97;82,32;91,00;70,14;82,88;nan;nan;nan;nan;nan;nan;nan
130,00;allmini6;CLS+MAX+SUM-NS_SUMALL;CLS+MAX+SUM-NS;SUMALL;1,00;torch.Size([1152]);6,00;0,00;73,14;81,01;91,06;87,17;81,22;90,00;62,72;80,90;nan;nan;nan;nan;nan;nan;nan
131,00;allmini6;CLS+MAX+MAX-NS_SUMALL;CLS+MAX+MAX-NS;SUMALL;1,00;torch.Size([1152]);6,00;0,00;71,72;73,33;90,27;87,60;79,79;89,80;69,68;80,31;nan;nan;nan;nan;nan;nan;nan
132,00;allmini6;CLS_AVGALL;CLS;AVGALL;1,00;torch.Size([384]);6,00;0,00;68,23;63,76;83,05;68,77;73,86;41,00;66,49;66,45;nan;nan;nan;nan;nan;nan;nan
133,00;allmini6;AVG_AVGALL;AVG;AVGALL;1,00;torch.Size([384]);6,00;0,00;74,66;78,28;90,89;87,26;82,10;84,60;72,70;81,50;nan;nan;nan;nan;nan;nan;nan
134,00;allmini6;SUM_AVGALL;SUM;AVGALL;1,00;torch.Size([384]);6,00;0,00;75,39;80,90;92,01;87,62;82,37;89,80;69,57;82,52;nan;nan;nan;nan;nan;nan;nan
135,00;allmini6;MAX_AVGALL;MAX;AVGALL;1,00;torch.Size([384]);6,00;0,00;71,44;70,20;89,24;86,42;77,38;80,20;69,33;77,74;nan;nan;nan;nan;nan;nan;nan
136,00;allmini6;AVG-NS_AVGALL;AVG-NS;AVGALL;1,00;torch.Size([384]);6,00;0,00;74,50;78,30;91,14;87,23;81,99;85,00;73,45;81,66;nan;nan;nan;nan;nan;nan;nan
137,00;allmini6;SUM-NS_AVGALL;SUM-NS;AVGALL;1,00;torch.Size([384]);6,00;0,00;75,56;80,72;91,91;87,50;82,76;89,80;70,55;82,69;nan;nan;nan;nan;nan;nan;nan
138,00;allmini6;MAX-NS_AVGALL;MAX-NS;AVGALL;1,00;torch.Size([384]);6,00;0,00;71,63;67,20;89,07;86,89;77,54;80,60;71,94;77,84;nan;nan;nan;nan;nan;nan;nan
139,00;allmini6;CLS+AVG_AVGALL;CLS+AVG;AVGALL;1,00;torch.Size([768]);6,00;0,00;75,44;79,44;91,62;87,68;81,99;83,60;73,97;81,96;nan;nan;nan;nan;nan;nan;nan
140,00;allmini6;CLS+SUM_AVGALL;CLS+SUM;AVGALL;1,00;torch.Size([768]);6,00;0,00;76,41;80,85;92,49;87,63;82,70;91,80;69,04;82,99;nan;nan;nan;nan;nan;nan;nan
141,00;allmini6;CLS+MAX_AVGALL;CLS+MAX;AVGALL;1,00;torch.Size([768]);6,00;0,00;72,20;74,94;89,58;86,92;79,13;82,20;73,16;79,73;nan;nan;nan;nan;nan;nan;nan
142,00;allmini6;CLS+AVG-NS_AVGALL;CLS+AVG-NS;AVGALL;1,00;torch.Size([768]);6,00;0,00;75,75;79,97;91,53;87,57;82,10;82,60;73,74;81,89;nan;nan;nan;nan;nan;nan;nan
143,00;allmini6;CLS+SUM-NS_AVGALL;CLS+SUM-NS;AVGALL;1,00;torch.Size([768]);6,00;0,00;75,95;81,48;92,33;87,89;82,43;91,40;68,99;82,92;nan;nan;nan;nan;nan;nan;nan
144,00;allmini6;CLS+MAX-NS_AVGALL;CLS+MAX-NS;AVGALL;1,00;torch.Size([768]);6,00;0,00;71,68;75,18;89,70;87,10;79,19;82,40;72,23;79,64;nan;nan;nan;nan;nan;nan;nan
145,00;allmini6;CLS+AVG+AVG-NS_AVGALL;CLS+AVG+AVG-NS;AVGALL;1,00;torch.Size([1152]);6,00;0,00;75,94;80,72;91,91;88,11;83,14;88,20;73,28;83,04;nan;nan;nan;nan;nan;nan;nan
146,00;allmini6;CLS+AVG+SUM-NS_AVGALL;CLS+AVG+SUM-NS;AVGALL;1,00;torch.Size([1152]);6,00;0,00;76,49;82,70;92,82;88,01;82,65;91,60;68,81;83,30;nan;nan;nan;nan;nan;nan;nan
147,00;allmini6;CLS+AVG+MAX-NS_AVGALL;CLS+AVG+MAX-NS;AVGALL;1,00;torch.Size([1152]);6,00;0,00;76,01;80,74;91,54;87,87;82,54;89,20;71,88;82,83;nan;nan;nan;nan;nan;nan;nan
148,00;allmini6;CLS+SUM+AVG-NS_AVGALL;CLS+SUM+AVG-NS;AVGALL;1,00;torch.Size([1152]);6,00;0,00;76,00;82,70;92,90;87,86;82,70;90,00;69,97;83,16;nan;nan;nan;nan;nan;nan;nan
149,00;allmini6;CLS+SUM+SUM-NS_AVGALL;CLS+SUM+SUM-NS;AVGALL;1,00;torch.Size([1152]);6,00;0,00;76,60;82,41;92,80;87,81;80,12;91,00;68,35;82,73;nan;nan;nan;nan;nan;nan;nan
150,00;allmini6;CLS+SUM+MAX-NS_AVGALL;CLS+SUM+MAX-NS;AVGALL;1,00;torch.Size([1152]);6,00;0,00;75,62;81,83;92,55;88,12;82,70;91,00;70,38;83,17;nan;nan;nan;nan;nan;nan;nan
151,00;allmini6;CLS+MAX+AVG-NS_AVGALL;CLS+MAX+AVG-NS;AVGALL;1,00;torch.Size([1152]);6,00;0,00;75,68;80,05;91,56;88,34;82,37;86,60;73,22;82,55;nan;nan;nan;nan;nan;nan;nan
152,00;allmini6;CLS+MAX+SUM-NS_AVGALL;CLS+MAX+SUM-NS;AVGALL;1,00;torch.Size([1152]);6,00;0,00;76,10;82,76;92,76;87,36;81,99;90,60;70,49;83,15;nan;nan;nan;nan;nan;nan;nan
153,00;allmini6;CLS+MAX+MAX-NS_AVGALL;CLS+MAX+MAX-NS;AVGALL;1,00;torch.Size([1152]);6,00;0,00;72,45;75,55;90,09;87,32;78,80;85,40;72,93;80,36;nan;nan;nan;nan;nan;nan;nan
154,00;allmpnet;CLS_LYR-7;CLS;LYR-7;1,00;torch.Size([768]);12,00;0,00;81,54;86,12;92,29;68,75;87,26;18,80;68,46;71,89;nan;nan;nan;nan;nan;nan;nan
155,00;allmpnet;AVG_LYR-7;AVG;LYR-7;1,00;torch.Size([768]);12,00;0,00;84,52;89,56;94,22;89,54;90,83;90,40;71,54;87,23;nan;nan;nan;nan;nan;nan;nan
156,00;allmpnet;SUM_LYR-7;SUM;LYR-7;1,00;torch.Size([768]);12,00;0,00;85,17;90,78;95,43;89,36;90,23;94,40;69,10;87,78;nan;nan;nan;nan;nan;nan;nan
157,00;allmpnet;MAX_LYR-7;MAX;LYR-7;1,00;torch.Size([768]);12,00;0,00;81,12;85,17;92,39;88,60;88,69;82,40;72,87;84,46;nan;nan;nan;nan;nan;nan;nan
158,00;allmpnet;AVG-NS_LYR-7;AVG-NS;LYR-7;1,00;torch.Size([768]);12,00;0,00;83,67;89,75;94,05;90,04;91,16;90,80;71,71;87,31;nan;nan;nan;nan;nan;nan;nan
159,00;allmpnet;SUM-NS_LYR-7;SUM-NS;LYR-7;1,00;torch.Size([768]);12,00;0,00;85,22;90,49;95,28;89,35;90,61;94,80;65,33;87,30;nan;nan;nan;nan;nan;nan;nan
160,00;allmpnet;MAX-NS_LYR-7;MAX-NS;LYR-7;1,00;torch.Size([768]);12,00;0,00;80,77;84,79;92,64;88,63;88,91;82,40;72,64;84,40;nan;nan;nan;nan;nan;nan;nan
161,00;allmpnet;CLS+AVG_LYR-7;CLS+AVG;LYR-7;1,00;torch.Size([1536]);12,00;0,00;85,23;89,48;95,09;89,01;91,54;91,60;73,91;87,98;nan;nan;nan;nan;nan;nan;nan
162,00;allmpnet;CLS+SUM_LYR-7;CLS+SUM;LYR-7;1,00;torch.Size([1536]);12,00;0,00;86,02;90,78;95,77;90,25;90,55;94,20;70,84;88,34;nan;nan;nan;nan;nan;nan;nan
163,00;allmpnet;CLS+MAX_LYR-7;CLS+MAX;LYR-7;1,00;torch.Size([1536]);12,00;0,00;83,41;88,77;94,75;88,70;90,66;84,60;72,87;86,25;nan;nan;nan;nan;nan;nan;nan
164,00;allmpnet;CLS+AVG-NS_LYR-7;CLS+AVG-NS;LYR-7;1,00;torch.Size([1536]);12,00;0,00;85,30;89,72;95,19;89,36;91,65;92,00;73,80;88,15;nan;nan;nan;nan;nan;nan;nan
165,00;allmpnet;CLS+SUM-NS_LYR-7;CLS+SUM-NS;LYR-7;1,00;torch.Size([1536]);12,00;0,00;86,31;91,02;95,56;90,14;90,55;94,20;70,20;88,28;nan;nan;nan;nan;nan;nan;nan
166,00;allmpnet;CLS+MAX-NS_LYR-7;CLS+MAX-NS;LYR-7;1,00;torch.Size([1536]);12,00;0,00;83,29;89,25;94,65;88,64;91,32;84,60;72,58;86,33;nan;nan;nan;nan;nan;nan;nan
167,00;allmpnet;CLS+AVG+AVG-NS_LYR-7;CLS+AVG+AVG-NS;LYR-7;1,00;torch.Size([2304]);12,00;0,00;85,97;90,76;95,34;89,98;91,27;93,60;74,96;88,84;nan;nan;nan;nan;nan;nan;nan
168,00;allmpnet;CLS+AVG+SUM-NS_LYR-7;CLS+AVG+SUM-NS;LYR-7;1,00;torch.Size([2304]);12,00;0,00;86,10;91,74;95,36;90,28;90,06;94,60;67,59;87,96;nan;nan;nan;nan;nan;nan;nan
169,00;allmpnet;CLS+AVG+MAX-NS_LYR-7;CLS+AVG+MAX-NS;LYR-7;1,00;torch.Size([2304]);12,00;0,00;85,44;90,83;95,05;89,99;91,98;93,00;73,39;88,53;nan;nan;nan;nan;nan;nan;nan
170,00;allmpnet;CLS+SUM+AVG-NS_LYR-7;CLS+SUM+AVG-NS;LYR-7;1,00;torch.Size([2304]);12,00;0,00;86,36;90,52;95,50;89,91;90,61;94,60;70,20;88,24;nan;nan;nan;nan;nan;nan;nan
171,00;allmpnet;CLS+SUM+SUM-NS_LYR-7;CLS+SUM+SUM-NS;LYR-7;1,00;torch.Size([2304]);12,00;0,00;85,64;90,36;95,47;90,01;90,39;94,80;68,46;87,88;nan;nan;nan;nan;nan;nan;nan
172,00;allmpnet;CLS+SUM+MAX-NS_LYR-7;CLS+SUM+MAX-NS;LYR-7;1,00;torch.Size([2304]);12,00;0,00;85,74;91,18;94,91;90,09;90,94;94,80;67,07;87,82;nan;nan;nan;nan;nan;nan;nan
173,00;allmpnet;CLS+MAX+AVG-NS_LYR-7;CLS+MAX+AVG-NS;LYR-7;1,00;torch.Size([2304]);12,00;0,00;85,58;90,60;95,33;90,06;91,49;92,40;73,04;88,36;nan;nan;nan;nan;nan;nan;nan
174,00;allmpnet;CLS+MAX+SUM-NS_LYR-7;CLS+MAX+SUM-NS;LYR-7;1,00;torch.Size([2304]);12,00;0,00;86,03;91,26;95,38;90,04;90,94;95,20;68,00;88,12;nan;nan;nan;nan;nan;nan;nan
175,00;allmpnet;CLS+MAX+MAX-NS_LYR-7;CLS+MAX+MAX-NS;LYR-7;1,00;torch.Size([2304]);12,00;0,00;83,82;89,56;94,26;89,03;91,49;90,40;72,12;87,24;nan;nan;nan;nan;nan;nan;nan
176,00;allmpnet;CLS_LYR-8;CLS;LYR-8;1,00;torch.Size([768]);12,00;0,00;81,86;84,61;91,28;68,77;87,86;44,20;66,72;75,04;nan;nan;nan;nan;nan;nan;nan
177,00;allmpnet;AVG_LYR-8;AVG;LYR-8;1,00;torch.Size([768]);12,00;0,00;85,90;89,48;94,15;89,19;90,61;91,60;70,67;87,37;nan;nan;nan;nan;nan;nan;nan
178,00;allmpnet;SUM_LYR-8;SUM;LYR-8;1,00;torch.Size([768]);12,00;0,00;85,24;90,99;95,09;89,60;90,77;94,60;70,32;88,09;nan;nan;nan;nan;nan;nan;nan
179,00;allmpnet;MAX_LYR-8;MAX;LYR-8;1,00;torch.Size([768]);12,00;0,00;83,13;87,42;92,78;88,33;89,29;85,00;72,64;85,51;nan;nan;nan;nan;nan;nan;nan
180,00;allmpnet;AVG-NS_LYR-8;AVG-NS;LYR-8;1,00;torch.Size([768]);12,00;0,00;85,99;89,19;94,33;89,52;90,88;92,20;70,96;87,58;nan;nan;nan;nan;nan;nan;nan
181,00;allmpnet;SUM-NS_LYR-8;SUM-NS;LYR-8;1,00;torch.Size([768]);12,00;0,00;85,43;90,65;95,09;89,71;90,50;94,60;69,97;87,99;nan;nan;nan;nan;nan;nan;nan
182,00;allmpnet;MAX-NS_LYR-8;MAX-NS;LYR-8;1,00;torch.Size([768]);12,00;0,00;83,54;87,36;92,55;88,30;89,35;84,80;72,70;85,51;nan;nan;nan;nan;nan;nan;nan
183,00;allmpnet;CLS+AVG_LYR-8;CLS+AVG;LYR-8;1,00;torch.Size([1536]);12,00;0,00;85,96;89,27;95,02;88,98;91,82;92,40;70,61;87,72;nan;nan;nan;nan;nan;nan;nan
184,00;allmpnet;CLS+SUM_LYR-8;CLS+SUM;LYR-8;1,00;torch.Size([1536]);12,00;0,00;85,72;90,76;95,13;89,89;90,61;93,20;70,09;87,91;nan;nan;nan;nan;nan;nan;nan
185,00;allmpnet;CLS+MAX_LYR-8;CLS+MAX;LYR-8;1,00;torch.Size([1536]);12,00;0,00;84,70;88,37;94,57;88,55;90,66;84,00;71,30;86,02;nan;nan;nan;nan;nan;nan;nan
186,00;allmpnet;CLS+AVG-NS_LYR-8;CLS+AVG-NS;LYR-8;1,00;torch.Size([1536]);12,00;0,00;86,20;89,96;95,04;89,50;91,87;90,60;70,43;87,66;nan;nan;nan;nan;nan;nan;nan
187,00;allmpnet;CLS+SUM-NS_LYR-8;CLS+SUM-NS;LYR-8;1,00;torch.Size([1536]);12,00;0,00;85,82;90,30;94,99;90,00;91,10;93,20;70,32;87,96;nan;nan;nan;nan;nan;nan;nan
188,00;allmpnet;CLS+MAX-NS_LYR-8;CLS+MAX-NS;LYR-8;1,00;torch.Size([1536]);12,00;0,00;84,64;88,05;94,51;88,55;90,61;84,00;73,16;86,22;nan;nan;nan;nan;nan;nan;nan
189,00;allmpnet;CLS+AVG+AVG-NS_LYR-8;CLS+AVG+AVG-NS;LYR-8;1,00;torch.Size([2304]);12,00;0,00;86,09;90,78;95,40;90,13;91,93;94,80;73,74;88,98;nan;nan;nan;nan;nan;nan;nan
190,00;allmpnet;CLS+AVG+SUM-NS_LYR-8;CLS+AVG+SUM-NS;LYR-8;1,00;torch.Size([2304]);12,00;0,00;85,94;90,25;95,53;89,93;90,99;95,00;70,14;88,25;nan;nan;nan;nan;nan;nan;nan
191,00;allmpnet;CLS+AVG+MAX-NS_LYR-8;CLS+AVG+MAX-NS;LYR-8;1,00;torch.Size([2304]);12,00;0,00;85,33;90,15;95,07;89,90;91,27;92,60;72,64;88,14;nan;nan;nan;nan;nan;nan;nan
192,00;allmpnet;CLS+SUM+AVG-NS_LYR-8;CLS+SUM+AVG-NS;LYR-8;1,00;torch.Size([2304]);12,00;0,00;86,09;90,73;95,53;89,76;91,27;94,20;68,64;88,03;nan;nan;nan;nan;nan;nan;nan
193,00;allmpnet;CLS+SUM+SUM-NS_LYR-8;CLS+SUM+SUM-NS;LYR-8;1,00;torch.Size([2304]);12,00;0,00;85,45;91,36;95,09;90,18;90,99;95,80;69,68;88,36;nan;nan;nan;nan;nan;nan;nan
194,00;allmpnet;CLS+SUM+MAX-NS_LYR-8;CLS+SUM+MAX-NS;LYR-8;1,00;torch.Size([2304]);12,00;0,00;86,13;90,91;95,44;90,06;91,05;95,80;68,52;88,27;nan;nan;nan;nan;nan;nan;nan
195,00;allmpnet;CLS+MAX+AVG-NS_LYR-8;CLS+MAX+AVG-NS;LYR-8;1,00;torch.Size([2304]);12,00;0,00;86,21;90,28;95,04;89,88;92,09;92,00;73,45;88,42;nan;nan;nan;nan;nan;nan;nan
196,00;allmpnet;CLS+MAX+SUM-NS_LYR-8;CLS+MAX+SUM-NS;LYR-8;1,00;torch.Size([2304]);12,00;0,00;86,10;90,84;95,24;90,07;91,05;95,40;70,26;88,42;nan;nan;nan;nan;nan;nan;nan
197,00;allmpnet;CLS+MAX+MAX-NS_LYR-8;CLS+MAX+MAX-NS;LYR-8;1,00;torch.Size([2304]);12,00;0,00;84,65;88,11;94,12;88,81;90,83;89,60;71,59;86,82;nan;nan;nan;nan;nan;nan;nan
198,00;allmpnet;CLS_LYR-9;CLS;LYR-9;1,00;torch.Size([768]);12,00;0,00;76,01;63,76;84,02;68,77;82,70;38,00;66,49;68,54;nan;nan;nan;nan;nan;nan;nan
199,00;allmpnet;AVG_LYR-9;AVG;LYR-9;1,00;torch.Size([768]);12,00;0,00;85,28;87,26;94,09;89,10;91,05;94,80;71,01;87,51;nan;nan;nan;nan;nan;nan;nan
200,00;allmpnet;SUM_LYR-9;SUM;LYR-9;1,00;torch.Size([768]);12,00;0,00;85,30;90,51;94,78;89,39;90,28;95,20;69,10;87,79;nan;nan;nan;nan;nan;nan;nan
201,00;allmpnet;MAX_LYR-9;MAX;LYR-9;1,00;torch.Size([768]);12,00;0,00;83,09;83,58;92,45;88,44;90,23;84,60;72,70;85,01;nan;nan;nan;nan;nan;nan;nan
202,00;allmpnet;AVG-NS_LYR-9;AVG-NS;LYR-9;1,00;torch.Size([768]);12,00;0,00;85,20;87,18;94,04;89,41;90,99;95,00;70,67;87,50;nan;nan;nan;nan;nan;nan;nan
203,00;allmpnet;SUM-NS_LYR-9;SUM-NS;LYR-9;1,00;torch.Size([768]);12,00;0,00;85,31;90,38;94,95;89,63;90,12;95,40;67,59;87,63;nan;nan;nan;nan;nan;nan;nan
204,00;allmpnet;MAX-NS_LYR-9;MAX-NS;LYR-9;1,00;torch.Size([768]);12,00;0,00;83,08;83,60;92,41;88,40;90,17;84,60;72,70;84,99;nan;nan;nan;nan;nan;nan;nan
205,00;allmpnet;CLS+AVG_LYR-9;CLS+AVG;LYR-9;1,00;torch.Size([1536]);12,00;0,00;85,21;87,82;94,17;89,18;90,88;93,20;70,96;87,35;nan;nan;nan;nan;nan;nan;nan
206,00;allmpnet;CLS+SUM_LYR-9;CLS+SUM;LYR-9;1,00;torch.Size([1536]);12,00;0,00;85,65;90,33;95,18;89,65;90,88;96,20;69,33;88,17;nan;nan;nan;nan;nan;nan;nan
207,00;allmpnet;CLS+MAX_LYR-9;CLS+MAX;LYR-9;1,00;torch.Size([1536]);12,00;0,00;83,66;85,09;92,77;88,41;90,23;89,40;71,88;85,92;nan;nan;nan;nan;nan;nan;nan
208,00;allmpnet;CLS+AVG-NS_LYR-9;CLS+AVG-NS;LYR-9;1,00;torch.Size([1536]);12,00;0,00;85,22;88,08;94,09;89,57;91,05;93,00;71,30;87,47;nan;nan;nan;nan;nan;nan;nan
209,00;allmpnet;CLS+SUM-NS_LYR-9;CLS+SUM-NS;LYR-9;1,00;torch.Size([1536]);12,00;0,00;85,49;90,14;95,05;89,57;91,10;96,40;68,75;88,07;nan;nan;nan;nan;nan;nan;nan
210,00;allmpnet;CLS+MAX-NS_LYR-9;CLS+MAX-NS;LYR-9;1,00;torch.Size([1536]);12,00;0,00;83,69;84,16;92,76;88,68;90,23;89,40;71,88;85,83;nan;nan;nan;nan;nan;nan;nan
211,00;allmpnet;CLS+AVG+AVG-NS_LYR-9;CLS+AVG+AVG-NS;LYR-9;1,00;torch.Size([2304]);12,00;0,00;85,80;88,58;94,85;89,83;91,05;94,80;73,91;88,40;nan;nan;nan;nan;nan;nan;nan
212,00;allmpnet;CLS+AVG+SUM-NS_LYR-9;CLS+AVG+SUM-NS;LYR-9;1,00;torch.Size([2304]);12,00;0,00;85,94;90,46;95,46;89,80;90,88;94,60;69,51;88,09;nan;nan;nan;nan;nan;nan;nan
213,00;allmpnet;CLS+AVG+MAX-NS_LYR-9;CLS+AVG+MAX-NS;LYR-9;1,00;torch.Size([2304]);12,00;0,00;85,23;88,56;94,34;89,39;92,20;95,60;72,75;88,30;nan;nan;nan;nan;nan;nan;nan
214,00;allmpnet;CLS+SUM+AVG-NS_LYR-9;CLS+SUM+AVG-NS;LYR-9;1,00;torch.Size([2304]);12,00;0,00;85,84;89,11;95,58;89,65;91,27;96,00;68,64;88,01;nan;nan;nan;nan;nan;nan;nan
215,00;allmpnet;CLS+SUM+SUM-NS_LYR-9;CLS+SUM+SUM-NS;LYR-9;1,00;torch.Size([2304]);12,00;0,00;85,46;89,57;95,30;89,58;90,72;95,80;68,81;87,89;nan;nan;nan;nan;nan;nan;nan
216,00;allmpnet;CLS+SUM+MAX-NS_LYR-9;CLS+SUM+MAX-NS;LYR-9;1,00;torch.Size([2304]);12,00;0,00;85,64;89,25;95,28;89,97;90,72;96,20;69,91;88,14;nan;nan;nan;nan;nan;nan;nan
217,00;allmpnet;CLS+MAX+AVG-NS_LYR-9;CLS+MAX+AVG-NS;LYR-9;1,00;torch.Size([2304]);12,00;0,00;85,53;88,77;94,28;89,60;92,09;94,40;73,39;88,29;nan;nan;nan;nan;nan;nan;nan
218,00;allmpnet;CLS+MAX+SUM-NS_LYR-9;CLS+MAX+SUM-NS;LYR-9;1,00;torch.Size([2304]);12,00;0,00;85,81;89,72;95,60;89,85;90,77;95,40;69,22;88,05;nan;nan;nan;nan;nan;nan;nan
219,00;allmpnet;CLS+MAX+MAX-NS_LYR-9;CLS+MAX+MAX-NS;LYR-9;1,00;torch.Size([2304]);12,00;0,00;82,99;86,01;92,83;88,82;90,33;93,60;72,17;86,68;nan;nan;nan;nan;nan;nan;nan
220,00;allmpnet;CLS_LYR-10;CLS;LYR-10;1,00;torch.Size([768]);12,00;0,00;62,80;63,76;76,50;68,77;58,54;18,40;66,49;59,32;nan;nan;nan;nan;nan;nan;nan
221,00;allmpnet;AVG_LYR-10;AVG;LYR-10;1,00;torch.Size([768]);12,00;0,00;85,35;85,59;93,78;89,06;90,01;94,80;74,09;87,53;nan;nan;nan;nan;nan;nan;nan
222,00;allmpnet;SUM_LYR-10;SUM;LYR-10;1,00;torch.Size([768]);12,00;0,00;85,03;89,99;94,65;89,55;90,17;96,00;70,61;88,00;nan;nan;nan;nan;nan;nan;nan
223,00;allmpnet;MAX_LYR-10;MAX;LYR-10;1,00;torch.Size([768]);12,00;0,00;84,28;84,03;92,73;88,44;90,01;87,20;73,33;85,72;nan;nan;nan;nan;nan;nan;nan
224,00;allmpnet;AVG-NS_LYR-10;AVG-NS;LYR-10;1,00;torch.Size([768]);12,00;0,00;85,28;85,99;93,77;89,08;90,17;94,00;74,32;87,52;nan;nan;nan;nan;nan;nan;nan
225,00;allmpnet;SUM-NS_LYR-10;SUM-NS;LYR-10;1,00;torch.Size([768]);12,00;0,00;84,27;89,11;94,65;89,38;90,06;95,80;70,96;87,75;nan;nan;nan;nan;nan;nan;nan
226,00;allmpnet;MAX-NS_LYR-10;MAX-NS;LYR-10;1,00;torch.Size([768]);12,00;0,00;84,28;84,00;92,77;88,33;89,95;89,00;73,33;85,95;nan;nan;nan;nan;nan;nan;nan
227,00;allmpnet;CLS+AVG_LYR-10;CLS+AVG;LYR-10;1,00;torch.Size([1536]);12,00;0,00;84,76;84,18;93,85;88,94;90,28;93,40;73,86;87,04;nan;nan;nan;nan;nan;nan;nan
228,00;allmpnet;CLS+SUM_LYR-10;CLS+SUM;LYR-10;1,00;torch.Size([1536]);12,00;0,00;85,53;89,22;94,85;89,47;90,28;95,80;68,52;87,67;nan;nan;nan;nan;nan;nan;nan
229,00;allmpnet;CLS+MAX_LYR-10;CLS+MAX;LYR-10;1,00;torch.Size([1536]);12,00;0,00;83,98;84,16;92,53;88,04;90,28;88,00;71,36;85,48;nan;nan;nan;nan;nan;nan;nan
230,00;allmpnet;CLS+AVG-NS_LYR-10;CLS+AVG-NS;LYR-10;1,00;torch.Size([1536]);12,00;0,00;84,70;85,38;93,93;89,23;90,44;93,80;74,96;87,49;nan;nan;nan;nan;nan;nan;nan
231,00;allmpnet;CLS+SUM-NS_LYR-10;CLS+SUM-NS;LYR-10;1,00;torch.Size([1536]);12,00;0,00;85,45;89,67;94,89;89,38;90,50;95,80;70,03;87,96;nan;nan;nan;nan;nan;nan;nan
232,00;allmpnet;CLS+MAX-NS_LYR-10;CLS+MAX-NS;LYR-10;1,00;torch.Size([1536]);12,00;0,00;83,98;84,16;92,49;88,00;90,06;88,00;71,36;85,44;nan;nan;nan;nan;nan;nan;nan
233,00;allmpnet;CLS+AVG+AVG-NS_LYR-10;CLS+AVG+AVG-NS;LYR-10;1,00;torch.Size([2304]);12,00;0,00;85,10;87,04;94,31;89,79;90,23;95,40;75,71;88,23;nan;nan;nan;nan;nan;nan;nan
234,00;allmpnet;CLS+AVG+SUM-NS_LYR-10;CLS+AVG+SUM-NS;LYR-10;1,00;torch.Size([2304]);12,00;0,00;85,16;88,85;95,17;89,78;90,39;95,80;67,71;87,55;nan;nan;nan;nan;nan;nan;nan
235,00;allmpnet;CLS+AVG+MAX-NS_LYR-10;CLS+AVG+MAX-NS;LYR-10;1,00;torch.Size([2304]);12,00;0,00;85,35;84,50;93,53;89,20;90,55;94,20;75,77;87,59;nan;nan;nan;nan;nan;nan;nan
